Source_IP,Source_port,Destination_IP,Destination_port,Protocol,Timestamp,fwd_packets_amount,bwd_packets_amount,fwd_packets_length,bwd_packets_length,max_fwd_packet ,min_fwd_packet,max_bwd_packet,min_bwd_packet,FIN_count,SYN_count,RST_count,PSH_count,silence_windows,min_fwd_inter_arrival_time,max_fwd_inter_arrival_time,mean_fwd_inter_arrival_time,min_bwd_inter_arrival_time,max_bwd_inter_arrival_time,mean_bwd_inter_arrival_time,min_bib_inter_arrival_time,max_bib_inter_arrival_time,mean_bib_inter_arrival_time,first_packet_sizes_0,first_packet_sizes_1,first_packet_sizes_2,first_packet_sizes_3,first_packet_sizes_4,first_packet_sizes_5,first_packet_sizes_6,first_packet_sizes_7,first_packet_sizes_8,first_packet_sizes_9,first_packet_sizes_10,first_packet_sizes_11,first_packet_sizes_12,first_packet_sizes_13,first_packet_sizes_14,first_packet_sizes_15,first_packet_sizes_16,first_packet_sizes_17,first_packet_sizes_18,first_packet_sizes_19,first_packet_sizes_20,first_packet_sizes_21,first_packet_sizes_22,first_packet_sizes_23,first_packet_sizes_24,first_packet_sizes_25,first_packet_sizes_26,first_packet_sizes_27,first_packet_sizes_28,first_packet_sizes_29,min_packet_size,max_packet_size,mean_packet_size,STD_packet_size,mean_delta_byte,STD_delta_byte,bandwidth_0,bandwidth_1,bandwidth_2,bandwidth_3,bandwidth_4,bandwidth_5,bandwidth_6,bandwidth_7,bandwidth_8,bandwidth_9,bandwidth_10,bandwidth_11,bandwidth_12,bandwidth_13,bandwidth_14,bandwidth_15,bandwidth_16,bandwidth_17,bandwidth_18,bandwidth_19,bpp_0,bpp_1,bpp_2,beaconning_0,beaconning_1,beaconning_2,beaconning_3,beaconning_4,beaconning_5,beaconning_6,beaconning_7,beaconning_8,beaconning_9,beaconning_10,beaconning_11,beaconning_12,beaconning_13,beaconning_14,beaconning_15,beaconning_16,beaconning_17,beaconning_18,beaconning_19,pps_fwd,pps_bwd,count_big_requests,ACK_count,label
10.10.0.127,54184,185.226.52.170,443,tcp,1728382762.63688,841,1803,21,54,2164,60,1434,60,1,2,1,30,3,6.91413879394531e-06,0.037670850753784,0.001297997804658,0.0,0.047981977462769,0.000606185782967,0.0,0.047981977462769,0.000826236429806,66,-66,60,1844,-60,-1434,-1434,60,-271,134,840,-60,-333,-60,-333,60,-602,-1434,-1434,-1434,60,-1434,-1434,-1434,60,-1434,60,-1434,-1434,-1434,60,1844,955.373333333333,642.902144411487,626.297297297297,664.279038766125,0,63728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.628925480051,168.76009409156,2,74,VOD
10.100.102.20,53426,212.143.195.14,443,udp,1726554507.23525,670,963,437,559,1334,60,1506,60,0,0,0,0,15,0.0,11.3639681339264,0.038461294103025,0.0,11.3117599487305,0.026742512810886,0.0,11.3639681339264,0.031550585968102,1292,1292,-1292,-1179,-1292,-1292,-1292,1292,79,125,114,1288,1288,964,-83,-158,-572,76,75,-66,-69,-633,-496,75,81,-1288,-1287,-1292,-1292,-1292,66,1292,754.200803212851,602.011177363043,120.698492462312,357.807580791826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864.536954031094,1105.89509680408,6,996,VOD
10.10.0.127,50949,185.226.53.133,443,tcp,1728379250.62679,3172,7450,7,18,2131,60,1434,60,1,2,1,10,4,5.96046447753906e-06,2.09721994400024,0.002313051368069,0.0,2.17554998397827,0.000975959477009,0.0,2.17554998397827,0.001375249203844,66,-66,60,2099,-60,-60,-310,134,877,60,-60,-60,-895,60,-1434,-1434,-1434,-1434,-1434,-1434,-1434,-1434,-1434,-1434,-1434,0,0,0,0,0,60,2099,825.64,684.157986432958,379.75,627.474318863596,0,32120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9277801457339,61.5285775176014,2,24,VOD
10.10.0.127,56363,185.226.55.191,443,tcp,1728385091.3207,3588,7018,10,12,2131,60,1434,60,0,2,0,12,10,0.0,16.6559340953827,0.008854957660837,0.0,16.655210018158,0.004527283822345,0.0,16.6559340953827,0.005991331883113,66,-66,60,2131,-60,-60,-310,134,-60,870,-60,-881,60,-811,870,-718,-806,60,870,-719,-1026,60,0,0,0,0,0,0,0,0,60,2131,489.0,516.608080744881,568.571428571429,594.008222760833,0,63728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5629,5129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.90184334691099,11.8822120162932,4,21,VOD
10.100.102.20,60438,82.166.22.12,443,tcp,1726530253.21331,31,26,9,7,1334,60,1506,60,0,2,0,3,3,0.0,0.04961895942688,0.004620644354051,0.0,0.044625997543335,0.004753424571111,0.0,0.04961895942688,0.00468121076885,66,-66,60,1334,619,-60,-213,-1506,66,74,-1506,-1506,66,60,118,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1506,461.25,594.736969172087,562.8,610.768390363046,0,65020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.7360193898478,48.0169039698816,2,15,VOD
10.100.102.20,54837,82.166.22.12,443,udp,1726540303.81885,107,124,19,19,1334,60,1506,60,0,0,0,24,7,0.0,3.98989486694336,0.062206504500915,0.0,4.05259704589844,0.053199516188714,0.0,4.05259704589844,0.057371584367959,1292,1292,-1292,-1292,-1292,-1168,-1292,1292,83,82,125,109,746,137,-158,-573,-69,-175,-63,-69,-63,75,73,77,77,74,-65,115,116,-70,63,1292,367.473684210526,487.709832673514,110.72972972973,247.867842800395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12966,859,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84907632494291,2.84907632494291,4,36,VOD
10.10.0.127,56171,45.136.20.197,443,tcp,1728384914.23229,1242,2510,705,1549,2163,60,1434,60,1,2,1,596,11,5.00679016113281e-06,0.106339931488037,0.001416087918427,0.0,0.118788003921509,0.000685996743312,0.0,0.118788003921509,0.000927674045949,66,-66,60,2067,-60,-60,-310,134,878,-60,-60,-896,-1434,-1434,-1434,-1434,-1434,-1434,-1434,-1434,-1434,-1434,-1434,60,-1434,-1434,60,-1434,-1434,60,60,2067,1003.58030168589,633.452181935779,801.387483355526,671.433663880524,0,63728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1565049,697021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467.095619735076,1026.28526946047,3,2253,VOD
10.100.102.20,49436,74.125.98.137,443,udp,1726532207.24555,666,917,19,19,1334,60,1506,60,0,0,0,0,1,0.0,12.2290580272675,0.047830138120565,0.0,12.2263250350952,0.034746392602619,0.0,12.2290580272675,0.040250988000567,1292,1292,-1292,-1292,-1292,82,79,-1290,-1292,83,82,125,111,1288,1288,990,-1292,-152,201,1292,-572,-158,75,75,-65,-69,-627,-67,-69,79,63,1292,536.631578947369,545.838245803386,375.486486486486,467.062275008701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.633035657287,282.633035657287,7,38,VOD
10.100.102.20,60539,62.0.80.12,443,tcp,1726555934.305,2167,2988,9,9,1334,60,1506,60,0,2,0,4,4,0.0,13.7057480812073,0.030051150407778,0.0,13.668203830719,0.02178276702263,0.0,13.7057480812073,0.025258535557182,66,-66,60,1334,587,-60,-1506,-1506,-1506,-212,66,60,118,-212,66,-60,60,-60,0,0,0,0,0,0,0,0,0,0,0,0,60,1506,422.5,570.475264825547,338.235294117647,504.931740222119,0,65020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7485,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137558040231306,0.137558040231306,2,17,VOD
10.10.0.127,57241,185.226.52.157,443,tcp,1728386096.61703,2036,3968,40,119,2100,60,1434,60,1,2,1,61,4,0.0,0.0155508518219,0.000977515705911,0.0,0.015535116195679,0.000504852062271,0.0,0.0155508518219,0.00066513573623,66,-66,60,2099,-60,-60,-310,134,845,-60,-60,-657,-1434,60,-1434,-1434,-1434,60,-1434,60,-1434,-1434,60,-1434,-1434,60,-1434,-1434,60,-1434,60,2099,1036.74213836478,616.361878245173,647.974683544304,675.181944061692,0,63728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126042,38800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.6745628179566,147.781824383421,3,158,VOD
10.10.0.127,58111,45.136.20.181,443,tcp,1728386930.91496,2414,4399,180,280,2163,60,1434,60,0,2,0,125,12,5.00679016113281e-06,0.056409120559692,0.000945676429862,0.0,0.082322835922241,0.000519169328104,0.0,0.082322835922241,0.000670290441218,66,-66,60,1812,-60,-60,-1434,-1434,60,-271,134,851,-60,-333,-60,-333,-602,60,-1434,60,-1434,-1434,-1434,60,-1434,-1434,60,-1434,60,-1434,60,1812,874.797826086957,667.068532099224,1028.45315904139,579.79344181334,0,63728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388928,13413,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.841457790749,254.86448989672,2,459,VOD
10.100.102.20,55140,82.166.78.13,443,udp,1726543096.18642,1625,2169,87,100,1334,60,1506,60,0,0,0,0,10,0.0,8.06360101699829,0.032231065163246,0.0,7.9122428894043,0.024146994009937,0.0,8.06360101699829,0.027609465181294,1292,1292,119,-1292,-1292,-1292,-1292,-1179,81,206,1288,1288,1292,110,-573,-158,-65,79,79,77,79,82,80,78,80,80,77,-1292,-1292,77,65,1292,703.946524064171,603.875024544538,207.924731182796,447.647584519344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73791,57847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.2362857315366,87.6279146339502,6,187,VOD
10.10.0.127,53306,95.142.206.171,443,tcp,1728381819.90049,705,1980,56,143,2163,60,1434,60,1,2,1,73,10,6.19888305664063e-06,0.032238960266113,0.002000819875839,0.0,0.02162504196167,0.000728711576173,0.0,0.032238960266113,0.001062728839214,66,-66,60,2068,-60,-310,134,869,-60,-60,-344,-1434,-1434,-1434,60,-1434,-1434,60,-1434,-1434,-1434,60,-1434,-1434,60,-1434,-1434,60,-1434,-1434,60,2068,1023.19095477387,629.487447014104,731.141414141414,687.420460193723,0,64348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203549,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.6328346181979,190.580274114327,2,198,VOD
10.10.0.127,53708,185.226.53.187,443,tcp,1728382272.26752,54,148,49,91,2164,60,1434,60,1,0,1,30,3,5.96046447753906e-06,0.011972904205322,0.001181015261897,0.0,0.011919975280762,0.000427392688957,0.0,0.011972904205322,0.00062885614905,-1434,90,-1434,90,-1434,90,-1434,90,-1434,90,-1434,90,-1434,90,-1434,90,-1434,90,-1434,90,-1434,90,-1434,90,-1434,90,-1434,-1434,-1434,90,60,1434,963.0,641.875087981633,929.323741007194,621.641343493145,0,32038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.284414597728,457.385341395781,0,140,VOD
10.100.102.20,59257,212.143.195.13,443,udp,1726549560.48564,2697,3600,2296,3100,1292,73,1292,65,0,0,0,0,65,0.0,9.2339608669281,0.030811941088859,0.0,9.23514413833618,0.023299903008673,0.0,9.23514413833618,0.026517302834346,1292,1292,-1292,-1292,-1292,-1292,-1181,82,82,-83,125,110,1288,1288,859,-158,-572,-65,76,75,-69,75,-627,80,-1288,-1292,-1292,-1292,-1292,-1292,65,1292,761.685878428466,601.857885314206,134.651899907322,377.623882359023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730652,664379,636658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.1890052077664,38.0600680070017,26,5396,VOD
10.10.0.127,65032,84.17.50.9,443,tcp,1728376787.11836,3636,5825,3637,5825,1845,60,1434,60,0,2,0,2625,140,5.96046447753906e-06,5.61774301528931,0.022093768691597,0.0,5.74628210067749,0.013779281567095,0.0,5.74628210067749,0.016974659982134,66,-66,60,1845,-60,-60,-1434,-1434,-114,60,134,146,510,-365,-427,60,-60,85,-85,60,-60,-751,227,-60,89,-713,-60,60,158,-60,60,1845,899.026104417671,663.541790971204,994.88616425325,601.35668995614,0,63728,0,1922,0,3970,0,3970,0,3970,0,3970,0,3970,0,3970,0,3970,0,3970,785016,676179,640379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.2738681028918,72.5103881493936,33,9461,VOD
192.168.1.25,55179,109.226.50.249,443,tcp,1726442649.51667,1286,0,95,247,1809,60,1514,60,2,2,0,12,10,5.00679016113281e-06,44.9770469665527,0.050705845211379,0.0,0.0,0.0,0.0,44.9770469665527,0.050705845211379,66,-66,60,1809,-60,-60,-1514,-1514,-472,60,118,146,521,-60,-325,-325,-527,-1514,-1514,-1514,-1514,-1514,-1514,-1514,66,60,60,85,-1514,-1514,60,1809,1064.0701754386,666.437167330413,158.885630498534,441.943072127767,0,35040,1756,1756,0,1755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363375,411,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45652405132584,3.78696253344717,2,341,VOD
10.10.0.127,50187,95.142.206.167,443,tcp,1728378477.21883,236,931,21,36,2164,60,1434,60,1,2,1,20,4,0.0,0.043298959732056,0.001945872428054,0.0,0.022320985794067,0.000487256639114,0.0,0.043298959732056,0.000782229497888,66,-66,60,1812,-60,-1434,-1434,60,-581,134,868,-60,-60,-333,-623,-1434,-1434,-1434,60,-1434,60,-1434,-1434,60,-1434,-1434,60,-1434,-1434,60,60,1812,829.280701754386,667.636174542244,868.107142857143,641.599331986967,0,64348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.3111992948875,75.9620559340929,2,56,VOD
10.100.102.20,57097,82.166.78.14,443,tcp,1726554350.34924,1504,0,12,11,1334,60,1506,60,2,2,0,4,4,0.0,14.7968180179596,0.043046827804535,0.0,0.0,0.0,0.0,14.7968180179596,0.043046827804535,66,-66,60,1334,523,1334,-66,-60,-212,-1506,-1506,-1506,66,74,66,60,118,-66,-60,-60,60,60,-60,0,0,0,0,0,0,0,60,1506,390.826086956522,561.167002359246,327.272727272727,520.814849479176,0,65020,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8749,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184908952167292,0.169499872820018,3,22,VOD
10.100.102.20,53444,212.29.228.16,443,tcp,1726535853.03777,1278,1598,10,10,1334,60,1506,60,0,2,0,5,5,0.0,12.954442024231,0.047262224606319,0.0,12.8817329406738,0.037806099436907,0.0,12.954442024231,0.042008091080338,66,-66,60,1334,619,1334,-60,-1506,-1506,-213,-1506,-66,66,60,118,-213,66,-60,60,-60,0,0,0,0,0,0,0,0,0,0,60,1506,451.95,583.491514505567,514.105263157895,597.765214844058,0,65020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8919,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164810108349959,0.164810108349959,3,19,VOD
10.100.102.20,54510,82.166.78.14,443,tcp,1726553316.2429,1481,1933,10,8,1334,60,1506,60,1,2,0,3,4,0.0,22.3057959079742,0.041643325418013,0.0,32.452290058136,0.031907184717264,0.0,32.452290058136,0.036130741945679,66,-66,60,1334,555,-60,-1506,-1506,-212,-1506,66,60,66,60,118,-60,60,-60,0,0,0,0,0,0,0,0,0,0,0,0,60,1506,412.277777777778,574.14998094338,480.117647058824,597.862947343476,0,65020,245,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7301,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162072513143151,0.129658010514521,2,17,VOD
10.100.102.20,50125,212.29.228.16,443,tcp,1726541774.02817,2236,2935,10,9,1334,60,1506,60,1,2,0,4,5,0.0,8.4319920539856,0.027969297867982,0.0,8.45287489891052,0.021321116517309,0.0,8.45287489891052,0.024195866759062,66,-66,60,1334,555,-60,-1506,-211,66,-1506,-1506,66,60,118,-211,66,-60,60,-60,0,0,0,0,0,0,0,0,0,0,0,60,1506,401.947368421053,560.467988069764,479.333333333333,592.010041206134,0,65020,245,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7517,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159640588833159,0.143676529949843,2,18,VOD
10.100.102.20,54205,212.29.228.16,443,tcp,1726536397.24921,1066,1506,8,8,1334,60,1506,60,0,2,0,3,2,0.0,9.85276579856873,0.046701897823341,0.0,15.1193890571594,0.040098954165283,0.0,15.1193890571594,0.042835632990901,66,-66,60,1334,523,-60,-1506,-213,66,-1506,-1506,66,60,118,-60,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1506,454.375,594.169785814627,562.8,615.48801233926,0,65020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132458116235984,0.132458116235984,2,15,VOD
10.10.0.127,56439,95.142.206.162,443,tcp,1728385130.00051,4965,10316,444,772,2099,60,1434,60,0,2,0,292,9,0.0,15.0273351669312,0.010142594785969,0.0,15.0983510017395,0.004826023856907,0.0,15.0983510017395,0.006553448414383,66,-66,60,2099,-60,-310,134,899,-60,-60,-641,-1434,60,-1434,-1434,-1434,60,-1434,-1434,60,-1434,-1434,60,-1434,60,-1434,60,-1434,-1434,60,60,2099,931.210526315789,657.952034741725,983.540740740741,611.644550838675,0,64348,27967,27967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955627,176599,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.60553237771471,16.7015112513418,2,1215,VOD
192.168.1.25,63981,213.57.24.138,443,tcp,1726221704.36142,4480,8523,233,434,2209,60,1514,60,0,2,0,129,56,3.814697265625e-06,0.362921953201294,0.004086528984564,0.0,0.313011169433594,0.0021466075374,0.0,0.362921953201294,0.002814980073222,66,-66,60,2209,-60,-324,134,897,-60,-60,-357,60,-1465,898,898,-1514,-1514,-1514,-1514,-1514,-1514,-1514,-1514,-1514,66,74,66,66,74,66,60,2209,935.935532233883,670.783417464428,371.456456456456,552.76532938058,0,63984,0,245,0,245,0,249,0,0,0,0,0,0,0,0,0,0,0,0,103046,100916,100522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9955639919068,24.2063294956546,19,666,VOD
10.100.102.20,63133,82.166.22.14,443,udp,1726531235.23725,139,175,100,142,1334,60,1506,60,0,0,0,0,5,0.0,7.39732193946838,0.060802957136854,0.0,7.35524606704712,0.048215548651559,0.0,7.39732193946838,0.053787681707151,1292,1292,-1292,-1292,-1292,83,-1292,-1171,82,82,125,113,1288,1288,915,-573,-158,-65,-69,74,-627,-465,77,75,-1288,-1287,-1292,-1292,-1292,-1292,65,1292,786.289256198347,592.391531209054,111.03734439834,330.724419659212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693.208077916626,984.355470641609,5,242,VOD
192.168.1.23,64131,13.226.2.66,443,tcp,1728096438.71285,4013,6648,4014,6648,1781,60,1494,60,0,2,0,2407,119,3.09944152832031e-06,6.28707599639893,0.014614459020433,0.0,6.34280490875244,0.008819944950361,0.0,6.34280490875244,0.011001108533814,66,-66,60,1781,-60,-60,-1494,-1494,-1494,-344,66,60,60,118,146,650,-60,-200,-116,60,85,-60,-85,60,-60,-1494,66,-1494,-112,-85,60,1781,946.916150815982,690.527731675009,440.86821123722,654.199715230762,0,65018,0,1891,0,1840,0,1829,0,1818,0,1807,0,1795,0,1784,0,1773,0,1762,1221068,1059174,921224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.4419364113464,113.353760155115,32,10661,VOD
192.168.1.25,65089,213.57.24.138,443,tcp,1726184784.89307,7411,16079,3592,8023,2177,60,1514,60,0,2,0,1415,124,5.96046447753906e-06,3.54831385612488,0.005176110911701,0.0,3.5609929561615,0.002385086069891,0.0,3.5609929561615,0.003265643119812,66,-66,60,2177,-60,-60,-324,134,851,-60,-60,-357,60,-1465,852,-60,-1514,-277,-182,60,-1332,-1514,-1514,-1514,-1514,-1514,-1514,60,-1514,-1514,60,2177,1001.59182092122,663.488815791504,257.692612364388,478.353120245071,0,63727,0,12,0,1552,0,1552,0,1552,0,1552,0,1552,0,0,0,0,0,0,1745200,1469006,1459355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.6153488788156,211.330440995194,27,11614,VOD
10.100.102.20,57275,62.90.229.12,443,tcp,1726545752.91611,33,29,8,9,1334,60,1506,60,0,2,0,5,6,0.0,0.047991037368775,0.00466554815119,0.0,0.064299821853638,0.004560651450322,0.0,0.064299821853638,0.0046164835653,66,-66,60,1334,587,1334,-60,-1506,-1506,-1506,-212,60,118,-66,-212,66,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1506,518.764705882353,607.232829598796,459.25,549.13733482618,0,65020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8297,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.9338525032448,55.0505840661504,3,16,VOD
10.100.102.20,49926,212.29.228.16,443,tcp,1726533684.43772,30,28,8,8,1334,60,1506,60,0,2,0,4,3,0.0,0.036310911178589,0.003476333618164,0.0,0.037699937820435,0.002379247120449,0.0,0.037699937820435,0.00294670565375,66,-66,60,1334,619,-60,-1506,-1506,-211,-1506,66,60,118,-211,-60,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1506,469.6875,590.122521044359,556.266666666667,597.705665208405,0,65020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.7197917245724,77.7197917245724,2,15,VOD
10.100.102.20,54667,74.125.1.104,443,tcp,1726544158.80935,1847,2341,10,8,1334,60,1506,60,1,2,0,3,2,0.0,18.7086918354034,0.038791604731363,0.0,18.6947009563446,0.03060197096918,0.0,18.7086918354034,0.034213779364297,66,-66,60,1334,549,-60,-1462,-455,-1462,-1462,66,74,66,60,118,-60,-60,60,0,0,0,0,0,0,0,0,0,0,0,0,60,1462,418.888888888889,557.789076910787,441.411764705882,548.555006499539,0,65020,245,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5345,2075,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165717648277782,0.132574118622225,2,17,VOD
10.100.102.20,52361,82.166.78.14,443,tcp,1726525760.14174,789,1065,10,8,1334,60,1506,60,0,2,0,3,5,0.0,10.8082010746002,0.057391819996224,0.0,10.8075611591339,0.038859355953378,0.0,10.8082010746002,0.04674614890365,66,-66,60,1334,619,-60,-1506,-213,-1506,-1506,66,74,66,60,118,-60,60,-66,0,0,0,0,0,0,0,0,0,0,0,0,60,1506,417.0,574.522603752213,480.588235294118,595.846117009845,0,65020,244,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7380,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219953969288806,0.175963175431045,2,17,VOD
10.100.102.20,56710,212.29.228.18,443,udp,1726548060.00979,3,4,2114,2779,1334,60,1506,60,410,0,0,0,80,0.000138998031616,4.13088488578796,1.37700796127319,0.0,0.30524206161499,0.079237997531891,0.0,4.13088488578796,0.635425124849592,1292,1292,-1292,-1292,-1292,-1292,83,82,-1169,82,79,125,116,1288,1288,1065,-83,-158,-572,-65,-69,-627,-849,-1288,-1287,-1292,-1292,-1292,-1292,-1292,64,1292,762.801757612916,601.304122556949,157.71790678659,403.996525609682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,936722,590286,426630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.4930756558626,51.9163941568789,35,4893,VOD
10.100.102.20,59109,82.166.78.12,443,udp,1726541377.56131,1599,2266,1562,2233,1292,73,1292,63,0,0,0,0,27,0.0,12.15669298172,0.023302170095629,0.0,12.1614987850189,0.016435480075712,0.0,12.1614987850189,0.019276317680329,1292,1292,-1292,-1170,-1292,-1292,-1292,82,79,125,113,1288,1288,940,-83,-158,-572,76,75,-65,-69,75,-627,-1288,-1292,-1292,79,-1292,75,-1292,65,1292,788.140711462451,597.703188611128,135.189246178176,378.319078665552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707760,553182,418333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.3773122930256,63.4408056020014,22,3795,VOD
10.100.102.20,50552,62.0.80.12,443,tcp,1726534045.57867,30,27,9,8,1334,60,1506,60,0,2,0,3,4,0.0,0.028510093688965,0.002570199966431,0.0,0.033131837844849,0.002380326942161,0.0,0.033131837844849,0.002480260112829,66,-66,60,1334,619,-60,-60,-213,66,-1506,-1506,-1506,66,66,60,118,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1506,437.176470588235,584.9485885196,366.0,530.477614984836,0,65020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.015077869259,92.4578469948969,2,16,VOD
10.100.102.20,54411,74.125.152.9,443,tcp,1726526990.07287,693,957,10,8,1334,60,1506,60,1,3,0,3,4,0.0,33.371472120285,0.096255922042274,0.0,33.7384738922119,0.05445183681221,0.0,33.7384738922119,0.072009552608837,66,-66,60,1334,517,-66,66,-60,-1462,-1462,-457,-1462,66,60,118,-60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,60,1462,416.777777777778,557.706768388347,440.235294117647,549.895768670195,0,65020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7322,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163928887237368,0.131143109789895,2,17,VOD
