Source_IP,Source_port,Destination_IP,Destination_port,Protocol,Timestamp,fwd_packets_amount,bwd_packets_amount,fwd_packets_length,bwd_packets_length,max_fwd_packet ,min_fwd_packet,max_bwd_packet,min_bwd_packet,FIN_count,SYN_count,RST_count,PSH_count,silence_windows,min_fwd_inter_arrival_time,max_fwd_inter_arrival_time,mean_fwd_inter_arrival_time,min_bwd_inter_arrival_time,max_bwd_inter_arrival_time,mean_bwd_inter_arrival_time,min_bib_inter_arrival_time,max_bib_inter_arrival_time,mean_bib_inter_arrival_time,first_packet_sizes_0,first_packet_sizes_1,first_packet_sizes_2,first_packet_sizes_3,first_packet_sizes_4,first_packet_sizes_5,first_packet_sizes_6,first_packet_sizes_7,first_packet_sizes_8,first_packet_sizes_9,first_packet_sizes_10,first_packet_sizes_11,first_packet_sizes_12,first_packet_sizes_13,first_packet_sizes_14,first_packet_sizes_15,first_packet_sizes_16,first_packet_sizes_17,first_packet_sizes_18,first_packet_sizes_19,first_packet_sizes_20,first_packet_sizes_21,first_packet_sizes_22,first_packet_sizes_23,first_packet_sizes_24,first_packet_sizes_25,first_packet_sizes_26,first_packet_sizes_27,first_packet_sizes_28,first_packet_sizes_29,min_packet_size,max_packet_size,mean_packet_size,STD_packet_size,mean_delta_byte,STD_delta_byte,bandwidth_0,bandwidth_1,bandwidth_2,bandwidth_3,bandwidth_4,bandwidth_5,bandwidth_6,bandwidth_7,bandwidth_8,bandwidth_9,bandwidth_10,bandwidth_11,bandwidth_12,bandwidth_13,bandwidth_14,bandwidth_15,bandwidth_16,bandwidth_17,bandwidth_18,bandwidth_19,bpp_0,bpp_1,bpp_2,beaconning_0,beaconning_1,beaconning_2,beaconning_3,beaconning_4,beaconning_5,beaconning_6,beaconning_7,beaconning_8,beaconning_9,beaconning_10,beaconning_11,beaconning_12,beaconning_13,beaconning_14,beaconning_15,beaconning_16,beaconning_17,beaconning_18,beaconning_19,pps_fwd,pps_bwd,count_big_requests,ACK_count,label
10.100.102.20,65088,74.125.152.9,443,tcp,1726532805.62291,1,0,8,9,1334,60,1506,60,1,3,0,3,3,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,-66,60,1334,613,-66,66,-60,-1462,-1462,-1462,-456,60,118,-60,-66,60,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1462,443.352941176471,568.162460318243,342.875,481.04325104402,0,65020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7219,192,66,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130843443592725,0.147198874041816,2,16,VOD
10.100.102.20,60774,62.90.229.12,443,udp,1726530040.40326,2395,3195,1005,1394,1292,73,1292,63,0,0,0,0,43,0.0,19.3379850387573,0.036007477296419,0.0,19.3387150764465,0.026984697365798,0.0,19.3387150764465,0.030850450126771,75,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,81,-1292,-1292,-1292,79,77,78,76,76,76,74,-1292,-1292,-1292,76,76,64,1292,777.442684451855,599.263525310401,217.387823185988,461.62212238122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511534,346253,222547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.8769895274425,34.5059934340844,19,2399,VOD
192.168.1.25,56551,213.57.24.138,443,tcp,1726188139.37568,1509,3667,122,278,2177,60,1514,60,0,2,0,55,13,1.21593475341797e-05,0.518970966339111,0.003535486357824,0.0,0.518702030181885,0.001451716944474,0.0,0.518970966339111,0.002059214634726,66,-66,60,2177,-60,-60,-324,134,903,-60,-60,-357,-1465,60,904,-521,66,-1514,-1514,60,-1514,-1514,-1514,-1514,-1514,-1514,-1514,-1514,66,60,60,2177,1027.035,661.080448035638,317.293233082707,548.41413355605,0,63727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102455,100534,100500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.940760215277,56.8322240971067,10,399,VOD
10.100.102.20,63275,212.143.195.14,443,udp,1726556194.12671,359,438,321,398,1292,73,1292,64,0,0,0,0,9,0.0,4.75924801826477,0.025045467950508,0.0,4.80505609512329,0.020528963711708,0.0,4.80505609512329,0.022563374027554,1292,1292,-1292,-1292,-1292,1292,-1292,-1165,82,82,125,110,1288,1288,964,-1292,200,-572,-158,-65,-69,-627,75,-67,75,75,-1288,-865,-1292,-1292,65,1292,744.809457579972,601.724715030293,118.278551532033,349.964622743893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235322,187206,109164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.7858398316716,56.7687359906707,9,719,VOD
192.168.1.25,62369,213.57.24.138,443,tcp,1726183549.97203,3018,7177,2720,6554,2145,60,1514,60,0,2,0,1073,85,5.96046447753906e-06,0.865374088287354,0.002715381428925,0.0,0.860394954681397,0.001140196907731,0.0,0.865374088287354,0.001606494787571,66,-66,60,2145,-60,-324,134,897,-60,-357,-60,60,-1465,898,-60,-1514,-507,60,-1514,-1514,-1514,-1514,-1514,-1514,-1514,-1514,-1514,-1272,66,60,60,2145,1033.67780892819,657.820257673276,291.487975843848,523.74298323593,0,63984,0,1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2077424,1932486,1388247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.777972774353,837.991482927613,9,9273,VOD
10.10.0.127,53588,95.142.206.163,443,tcp,1728382094.89262,2,0,2059,3432,2131,60,1434,60,2,2,1,1073,27,4.60147857666016e-05,4.60147857666016e-05,2.30073928833008e-05,0.0,0.0,0.0,0.0,4.60147857666016e-05,2.30073928833008e-05,66,-66,60,2131,-60,-60,-310,134,-60,889,-60,-631,-1434,60,-1434,-1434,60,-1434,-1434,60,-1434,-1434,60,-1434,-1434,-1434,60,-1434,-375,60,60,2131,922.06993261701,656.767066492796,980.909653916211,606.126810357924,0,64348,0,31551,23870,23870,0,23870,8193,8193,0,0,0,0,0,0,0,0,0,0,2383032,1465028,1129966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.9997556175796,43.3371351527602,9,5490,VOD
10.10.0.127,57626,185.226.52.132,443,tcp,1728386471.46951,679,1737,309,824,1810,60,1434,60,2,2,1,350,16,0.0,0.534402132034302,0.007504133834052,0.0,0.574166059494019,0.002881244742877,0.0,0.574166059494019,0.004180475576034,66,-66,60,1810,-60,-60,-1434,-1434,60,-271,134,868,-60,-333,-333,60,-60,-879,-1198,60,871,-60,-725,-1434,60,-1434,-1434,60,-1434,-1434,60,1810,1047.33451015004,613.725397380464,732.27296819788,680.109810202436,0,32120,0,30740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311664,310824,308806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.600806498937,161.602150663832,5,1132,VOD
10.10.0.127,54359,95.142.206.172,443,tcp,1728382866.59303,250,594,36,100,2164,60,1434,60,1,2,1,53,7,5.96046447753906e-06,0.022749900817871,0.001491463661194,0.0,0.029598951339722,0.000631727353491,0.0,0.029598951339722,0.000886388582076,66,-66,60,2132,-60,-310,134,873,-60,-60,-399,-1434,-1434,-1434,-1434,60,-1434,-1434,-1434,-1434,60,-294,60,872,-60,-399,-1434,-1434,60,-1434,60,2132,1015.72794117647,627.426448313123,641.022222222222,677.948216821431,0,64348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121973,16166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8836946657872,80.2324851827424,3,135,VOD
10.10.0.127,53756,185.226.52.184,443,tcp,1728382275.6941,4,14,74,101,2131,60,1434,60,1,2,1,39,5,0.000236988067627,0.001657962799072,0.000656008720398,0.0,0.000874996185303,0.000370860099792,0.0,0.001657962799072,0.000434226459927,66,-66,60,2131,-60,-60,-310,134,862,-60,-60,-656,-1434,-1434,-1434,-1434,60,-1434,60,-1434,-1398,60,861,-60,-1434,66,-1434,66,-1434,74,60,2131,821.314285714286,669.312550155694,950.735632183908,609.2796851261,0,63728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129023,14707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.171136128951,106.693037148974,3,174,VOD
10.100.102.20,58983,212.29.228.19,443,udp,1726529389.87084,249,348,19,20,1334,60,1506,60,0,5,0,9,5,0.0,4.02339005470276,0.026990542928857,0.0,4.04933500289917,0.019201025880616,0.0,4.04933500289917,0.022449919925862,1292,1292,-1292,-1292,-1292,-1292,-1172,81,83,125,116,748,137,-83,-572,-158,-69,-175,-63,-69,-63,75,75,75,80,79,-65,74,116,116,63,1292,329.461538461538,461.159066286402,104.236842105263,230.354810331061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11989,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81757222188143,2.9658654967173,3,32,VOD
10.10.0.127,56515,185.226.55.160,443,tcp,1728385225.64371,4852,10176,19,29,2067,60,1434,60,0,3,0,17,11,5.00679016113281e-06,17.7696299552917,0.011193969676245,0.0,17.8674330711365,0.005289798543888,0.0,17.8674330711365,0.007196042776933,66,66,-66,60,2067,-60,-60,-310,134,-60,873,-60,-889,-1434,60,-1434,-1434,60,-1434,-1434,60,-1434,-1434,60,-1434,-1434,60,-1434,60,-1434,60,2067,724.104166666667,666.684090592618,780.382978723404,654.663972704383,0,63728,0,31527,27942,27942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22174,9508,2823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357845546778549,0.546185308240943,3,46,VOD
10.10.0.127,57102,95.142.206.162,443,tcp,1728385960.0702,308,787,11,21,2163,60,1434,60,1,2,0,12,5,4.10079956054688e-05,10.8711018562317,0.053030704523062,0.0,5.05455613136292,0.006910152629188,0.0,10.8711018562317,0.019882874075136,66,-66,60,2131,-60,-60,-310,134,889,-60,-60,-631,-1434,-1434,60,-1434,-1434,-1434,-1434,-1434,60,-1434,-1434,-1434,60,-1071,60,60,-66,-78,60,2131,640.6875,672.710860878394,530.967741935484,663.424813245921,0,64348,31555,31555,0,31555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20178,198,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167332118513459,0.319452226252968,2,31,VOD
10.10.0.127,58385,95.142.206.172,443,tcp,1728387203.89875,808,1893,5836,11971,2100,60,1434,60,0,2,0,5456,97,5.60283660888672e-05,8.34139800071716,0.011891477768964,0.0,8.45841789245606,0.005039382975881,0.0,8.45841789245606,0.007089176605208,66,-66,60,2100,-60,-60,-310,134,898,-60,-60,-640,-1434,-1434,-1434,-1434,-1434,-1434,-1434,-1434,60,-1434,-1434,60,-1434,-1434,60,-1434,-1434,60,60,2100,986.519683270624,639.331318034512,840.452094799506,662.245843438331,0,64348,0,23873,0,23940,0,23871,0,23871,0,23870,0,23870,0,23872,0,23872,0,23871,2663229,1764922,1433930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.1204084781714,168.448151112438,14,17806,VOD
10.100.102.20,61857,74.125.162.166,443,udp,1726532207.28812,2298,2937,1633,2021,1334,60,1506,60,0,0,0,0,76,0.0,12.2290580272675,0.039761890319247,0.0,12.2263250350952,0.031105923741944,0.0,12.2290580272675,0.034905620245219,1292,1292,-1292,-1292,-1292,84,79,-1292,-1282,82,82,125,116,1288,1288,981,-152,213,-1292,-572,-158,-69,-65,1292,75,75,77,75,-627,-1288,65,1292,735.668308702792,602.461381726995,159.096085409253,402.248174771887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432440,386605,355214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.436169770265,33.954990266813,43,3654,VOD
10.100.102.20,53516,173.194.24.8,443,udp,1726557266.19151,247,352,10,8,1292,73,1292,65,0,0,0,0,4,0.0,3.22867202758789,0.028624894647946,0.0,3.42211604118347,0.019953442568129,0.0,3.42211604118347,0.023529149853129,1292,1292,-1292,-1292,-1283,-1292,-1292,83,84,82,125,114,74,-159,-572,-66,75,73,0,0,0,0,0,0,0,0,0,0,0,0,66,1292,585.666666666667,573.009404615472,137.588235294118,304.622632279491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.4896715100569,18.7917372080455,2,18,VOD
10.10.0.127,53012,185.226.55.140,443,tcp,1728381611.29241,559,1498,32,81,2164,60,1434,60,1,2,1,43,16,0.0,0.045239925384522,0.001342126849726,0.0,0.0559241771698,0.000500652118423,0.0,0.0559241771698,0.00072932706971,66,-66,60,1876,-60,-60,-1434,-1434,-271,60,134,852,-333,-333,-562,-1434,60,-1434,-1434,-1434,60,-1434,-1434,60,-1434,-1434,60,-1434,-1434,60,60,1876,994.769911504425,633.436085562634,716.482142857143,682.423634949923,0,63728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72017,40392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.9954547660993,91.1134948766889,2,112,VOD
10.10.0.127,53143,95.142.206.173,443,tcp,1728381719.66834,788,1415,161,338,2164,60,1434,60,0,2,0,165,7,6.91413879394531e-06,0.034110069274902,0.0011718705826,0.0,0.034505128860474,0.00065258855112,0.0,0.034505128860474,0.000838332645903,66,-66,60,1877,-60,-60,-1434,-1434,-581,60,134,870,-60,-60,-333,-623,-1434,60,-1434,60,-1434,-1434,-1434,60,-1434,60,-1434,-1434,60,-1434,60,1877,975.240480961924,645.765142697882,868.228915662651,659.161957147278,0,64348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430465,56180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.806588064009,526.538054444938,2,498,VOD
10.100.102.20,64176,212.29.228.16,443,udp,1726529392.29316,727,1025,413,548,1292,71,1292,67,0,0,0,0,12,0.0,4.02339005470276,0.010785177616503,0.0,4.04933500289917,0.00766539410847,0.0,4.04933500289917,0.008959961808435,1292,-1292,80,71,71,-97,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,80,82,82,81,80,81,81,79,81,67,1292,762.445369406868,602.268892020346,120.73125,361.229239112927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651059,81651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.4397439735438,100.099224449157,4,961,VOD
10.100.102.20,56818,209.85.165.170,443,udp,1726545108.80953,144,173,9,8,1334,60,1506,60,0,0,0,0,4,0.0,3.83021998405457,0.046124756336212,0.0,3.9921350479126,0.03829364142666,0.0,3.9921350479126,0.041850993309863,1292,1292,-1292,-1292,-1292,-1292,-1281,81,81,125,113,74,-159,-572,75,73,-66,0,0,0,0,0,0,0,0,0,0,0,0,0,66,1292,614.823529411765,576.254461286201,144.375,309.745031235369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7868,2584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6464339908953,16.5746079919069,2,17,VOD
10.10.0.127,51024,95.142.206.173,443,tcp,1728379349.68801,3392,6894,1915,4214,2132,60,1434,60,1,2,1,1958,27,0.0,2.77578496932983,0.002092850517552,0.0,2.84591197967529,0.001019712216549,0.0,2.84591197967529,0.001373599550498,66,-66,60,2132,-60,-60,-310,134,874,-60,-60,-641,-1434,60,-1434,-1434,60,-1434,-1434,60,-1434,-1434,60,-1434,-1434,60,-1434,60,-1434,-1434,60,2132,1003.95447870778,633.080216609517,835.562663185379,664.209208291189,0,64348,0,32063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2298977,1421096,1248154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.538156942641,623.932006974563,12,6128,VOD
10.10.0.127,57542,185.226.52.150,443,tcp,1728386414.9872,5676,11317,41,95,2163,60,1434,60,1,2,1,50,4,0.0,34.739254951477,0.008438911926923,0.0,34.8276669979095,0.004224259261161,0.0,34.8276669979095,0.005632037083256,66,-66,60,2131,-60,-60,-310,134,856,-60,-60,-657,-1434,60,-1434,-1434,60,-1434,-1434,-1434,60,-1434,60,-1434,-1434,60,-1434,-1434,60,-1434,60,2131,958.360294117647,647.427905057368,759.17037037037,672.623504184432,0,63728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98132,32139,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.4756357808379,84.5167170531611,3,135,VOD
10.100.102.20,63650,82.166.78.14,443,tcp,1726540581.53524,1083,1610,10,9,1334,60,1506,60,0,2,0,4,3,0.0,22.5138711929321,0.041619684337359,0.0,5.60031199455261,0.014001738506815,0.0,22.5138711929321,0.025108398489911,66,-66,60,1334,523,-60,-212,-1506,-1506,66,66,-1506,60,118,-212,66,-60,60,-66,0,0,0,0,0,0,0,0,0,0,0,60,1506,400.684210526316,559.827609991314,479.777777777778,592.597160862021,0,65020,245,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7487,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221822168558382,0.199639951702543,2,18,VOD
10.100.102.20,56273,212.143.195.13,443,udp,1726557511.00297,354,422,21,21,1292,73,1292,63,0,5,0,18,7,0.0,3.90494298934937,0.023413387395568,0.0,3.92561507225037,0.019646440637055,0.0,3.92561507225037,0.021364867379985,1292,1292,-1292,-1292,-1292,-1292,-1171,83,81,82,125,111,747,137,-158,-573,-69,75,74,-175,-63,-69,-63,77,77,74,-65,-63,75,-63,63,1292,310.404761904762,449.581554629456,94.9024390243902,224.272569887196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12179,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52441197191999,2.52441197191999,3,40,VOD
10.10.0.127,57551,185.226.53.133,443,tcp,1728386415.65686,30,50,74,117,2163,60,1434,60,1,2,1,50,6,2.00271606445312e-05,0.001989841461182,0.000627303123474,0.0,0.001895904541016,0.000435581207275,0.0,0.001989841461182,0.00050747692585,66,-66,60,2163,-60,-60,-310,134,856,-60,-60,-656,-1434,60,-1434,-1434,60,-381,60,855,-60,-494,-1434,60,-1434,-1434,60,-1434,-1434,-1434,60,2163,865.335078534031,665.353279994031,948.747368421053,612.770223414618,0,32120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155925,9354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.9966968744767,124.900182896132,3,190,VOD
10.100.102.20,56808,62.90.229.13,443,tcp,1726545548.53918,1309,1663,9,8,1334,60,1506,60,0,2,0,3,3,0.0,15.6682260036469,0.048851995453569,0.0,15.6682538986206,0.038629455876078,0.0,15.6682538986206,0.043131913583661,66,-66,60,1334,555,-60,-1506,66,-1506,-211,-1506,60,66,60,118,-60,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1506,432.941176470588,584.239623541799,690.25,639.420587328872,0,65020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7300,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140047169391848,0.124486372792753,2,16,VOD
10.100.102.20,63265,212.29.228.16,443,udp,1726525762.05572,137,152,109,126,1334,60,1506,60,0,0,0,0,0,0.0,1.8322639465332,0.014415737486234,0.0,1.80522584915161,0.012887507677078,0.0,1.8322639465332,0.013611962638512,1292,1292,-1292,-1172,-1292,-1292,-1292,82,79,125,111,-83,-158,-572,1288,1288,377,75,75,-65,-69,75,-627,-1112,-1288,-1287,-1292,-1292,-1292,81,65,1292,723.012765957447,601.075394292816,157.965811965812,393.712874936809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1831.99214595697,2117.71569165668,5,235,VOD
10.10.0.127,50954,185.226.53.133,443,tcp,1728379294.48893,2688,5476,206,512,2131,60,1434,60,1,2,1,253,10,5.96046447753906e-06,1.1188759803772,0.010400312110072,0.0,1.11762499809265,0.005106997803409,0.0,1.1188759803772,0.006849823483996,66,-66,60,2067,-60,-60,-310,134,880,-60,-60,-898,-1434,60,-1434,-1434,60,-1434,-1434,-1434,-1434,-1434,-1434,-1434,-1434,-1434,-1434,60,-1434,-1434,60,2067,1024.97632311978,627.535961079333,776.716875871688,680.076853403561,0,32120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294598,156252,156072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.4315287383101,142.742440359295,2,717,VOD
10.100.102.20,64116,212.29.228.16,443,tcp,1726532049.23568,1034,1448,14,14,1334,60,1506,60,3,2,0,4,6,0.0,18.2288401126862,0.05868599331817,0.0,18.2419531345367,0.041953120771693,0.0,18.2419531345367,0.048924027384528,66,-66,60,1334,555,-60,-1506,-212,-1506,66,66,-1506,60,118,-1506,-1506,66,66,-60,60,-66,-60,60,-60,60,-60,60,-60,0,0,60,1506,390.392857142857,576.099466813905,511.777777777778,640.73894454897,0,65020,245,245,245,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10385,360,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230389807850441,0.230389807850441,2,27,VOD
10.10.0.233,60542,128.139.199.9,443,tcp,1727315287.35511,5654,17359,5655,17359,1792,60,1434,60,0,2,0,7727,601,5.96046447753906e-06,4.52992415428162,0.010288694362823,0.0,4.53404998779297,0.003351006572975,0.0,4.53404998779297,0.005055507801142,66,-66,60,1792,-60,-60,-1434,-1434,-1157,60,134,146,684,-60,-60,-357,-357,-60,60,-115,-85,60,85,-60,-608,-1224,-1434,-1434,-1434,-1434,60,1792,1082.78226297037,591.723728952305,655.655499065745,673.840243227689,0,63728,0,523,0,523,0,523,0,523,0,523,0,1547,0,1547,0,1547,0,1547,1918482,1786694,1737337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.2081206580265,298.397129355028,44,23013,VOD
10.100.102.20,53009,82.166.78.12,443,udp,1726527105.76276,103,153,19,20,1334,60,1506,60,0,0,0,19,9,0.0,4.10165691375732,0.065438951103433,0.0,4.0685818195343,0.043767823113336,0.0,4.10165691375732,0.052487066015601,1292,1292,-1292,-1292,-1292,-1168,-1292,81,83,81,125,113,747,137,-573,-158,73,-69,-175,77,-63,-69,-63,77,-65,74,-63,75,116,116,63,1292,328.717948717949,461.311338703381,108.5,241.792619930038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11961,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80960893752329,2.95748309212978,3,37,VOD
10.100.102.20,49297,74.125.11.168,443,udp,1726536151.63157,436,599,21,19,1334,60,1506,60,0,0,0,0,14,0.0,3.38593888282776,0.038333639639233,0.0,3.39922022819519,0.027827118394371,0.0,3.39922022819519,0.032253053913946,1292,1292,-1292,-1292,-1292,-1292,-1285,81,131,111,1288,247,830,75,117,117,-70,-109,-63,-80,-63,77,77,-66,-66,73,117,117,-63,-70,63,1292,347.75,486.335159637878,136.179487179487,325.235131652894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11725,2110,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.34212276576694,5.73811107378914,5,40,VOD
10.100.102.20,52939,212.143.195.13,443,udp,1726531570.92589,729,1084,359,525,1334,60,1506,60,0,0,0,0,28,0.0,3.45055198669434,0.017026747532179,0.0,3.42974400520325,0.011479995347477,0.0,3.45055198669434,0.013710322067084,1292,1292,-1292,-1292,-1292,-1292,-1177,81,81,79,125,112,1288,1288,904,-83,-158,76,-572,-65,-69,-627,76,75,80,-1288,-1292,-1292,-1292,-1292,65,1292,793.323529411765,595.852745966846,89.3952434881087,308.615193329524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405202,279232,11983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.239985567965,156.827276944796,9,884,VOD
10.10.0.127,57086,185.226.53.133,443,tcp,1728385952.69293,37,69,23,50,2163,60,1434,60,1,2,1,33,8,4.88758087158203e-05,0.097017049789429,0.018066464243709,0.0,0.107471942901611,0.008318738660951,0.0,0.107471942901611,0.011721246647385,66,-66,60,1812,-60,-60,-1434,-1434,60,-272,134,869,-60,-60,-333,-333,60,-879,-1213,60,872,-60,-724,-1434,-1434,-1434,-1434,-1434,-1434,-1434,60,1812,859.876712328767,624.361393091943,627.0,596.049098462348,0,32120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53446,9325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.329942413918,74.630309595474,5,72,VOD
10.10.0.127,57492,185.226.55.160,443,tcp,1728386410.30921,5678,11328,927,1704,2163,60,1434,60,0,2,0,740,24,0.0,34.739254951477,0.008436747443806,0.0,34.8276669979095,0.004220670289071,0.0,34.8276669979095,0.005628343233007,66,-66,60,1876,-60,-60,-1434,-1434,60,-272,134,870,-333,-333,60,-879,-1199,60,873,-725,-1434,-1434,60,-1434,60,-1434,-1434,60,-1434,-1434,60,1876,950.792854427974,648.164091501407,897.066159695818,640.849084008556,0,63728,0,30001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203457,1133917,80740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.628489605069,293.427126523234,7,2630,VOD
10.100.102.20,63052,82.166.78.14,443,udp,1726540973.05471,256,324,17,18,1334,60,1506,60,0,0,0,16,5,0.0,3.57283091545105,0.033644000068307,0.0,3.74365305900574,0.026592753551625,0.0,3.74365305900574,0.029705027876229,1292,1292,-1292,-1292,-1292,-1292,-1171,81,131,114,747,137,-573,-158,73,-69,-63,-175,-63,-69,75,77,75,77,-65,116,116,-79,-63,77,63,1292,358.714285714286,478.083768597009,114.323529411765,238.493768643252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11745,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96940514509507,2.08525250657125,3,33,VOD
10.100.102.20,55303,82.166.22.13,443,udp,1726547276.08193,3922,5300,1818,2421,1334,60,1506,60,0,0,0,0,51,0.0,12.7371499538422,0.021339136444142,0.0,12.7215929031372,0.015788256222347,0.0,12.7371499538422,0.018148975397134,1292,84,84,82,84,82,84,82,84,84,86,87,86,86,84,82,84,85,83,89,84,82,84,82,84,84,84,82,84,84,66,1292,761.649681528662,601.639381567917,172.989617744219,421.262181727086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943154,535012,282519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.2858823568681,57.6430809603837,22,4239,VOD
